Developer,Genre,Name,Platform,Publisher,Rating,Year of Release,Critic Count,Critic Score,EU Sales,Global Sales,JP Sales,NA Sales,Other Sales,Rank,User Count,User Score
Armature Studio,Action,Batman: Arkham Origins Blackgate,3DS,Warner Bros. Interactive Entertainment,T,2013,7,68,0.09,0.27,0,0.16,0.02,6395,38,6.8
Blue Castle Games,Sports,The BIGS,X360,Take-Two Interactive,E,2007,4,71,0.19,0.51,0,0.25,0.06,6396,4,4.8
Blue Castle Games,Sports,The BIGS,X360,Take-Two Interactive,E,2007,15,66,0,0.37,0,0.34,0.03,6396,14,7.1
Blue Castle Games,Sports,The BIGS,X360,Take-Two Interactive,E,2007,23,79,0.08,0.27,0,0.18,0,6396,21,8.4
Blue Castle Games,Sports,The BIGS,X360,Take-Two Interactive,E,2007,19,77,0,0.16,0,0.15,0.01,6396,12,7.2
EA Tiburon,Sports,Madden NFL 08,DS,Electronic Arts,E,2007,11,78,0.08,2.57,0,2.14,0.35,6398,17,7.8
EA Tiburon,Sports,Madden NFL 08,DS,Electronic Arts,E,2007,46,85,0.01,2.37,0,2.18,0.18,6398,108,6.4
EA Tiburon,Sports,Madden NFL 08,DS,Electronic Arts,E,2007,31,81,0,0.97,0,0.89,0.08,6398,33,5.3
EA Tiburon,Sports,Madden NFL 08,DS,Electronic Arts,E,2007,29,76,0,0.87,0,0.8,0.07,6398,27,6.8
EA Tiburon,Sports,Madden NFL 08,DS,Electronic Arts,E,2007,10,75,0.04,0.71,0,0.6,0.07,6398,8,6.8
EA Tiburon,Sports,Madden NFL 08,DS,Electronic Arts,E,2007,6,76,0.06,0.29,0,0.22,0.01,6398,4,6
EA Tiburon,Sports,Madden NFL 08,DS,Electronic Arts,E,2007,4,75,0.02,0.08,0,0.06,0,6398,7,7
Blue Tongue Entertainment,Simulation,Jurassic Park: Operation Genesis,PS2,Konami Digital Entertainment,T,2003,13,75,0.1,0.27,0,0.13,0.03,6399,21,8.9
Blue Tongue Entertainment,Simulation,Jurassic Park: Operation Genesis,PS2,Konami Digital Entertainment,T,2003,21,69,0.01,0.07,0,0.05,0,6399,19,8.8
Blue Tongue Entertainment,Simulation,Jurassic Park: Operation Genesis,PS2,Vivendi Games,T,2003,15,72,0.02,0.02,0,0,0,6399,55,8.7
Access Games,Action,Deadly Premonition,X360,Rising Star Games,M,2010,39,68,0.06,0.26,0,0.18,0.02,6402,332,8.2
"Zoe Mode, HB Studios Multimedia",Misc,Rock Revolution,PS3,Konami Digital Entertainment,T,2008,28,38,0,0.27,0,0.25,0.02,6403,17,5.1
Electronic Arts,Sports,Knockout Kings 2002,XB,Electronic Arts,T,2002,23,76,0.35,0.91,0,0.45,0.12,6406,12,8.1
Electronic Arts,Sports,Knockout Kings 2002,XB,Electronic Arts,T,2002,20,78,0.06,0.27,0,0.2,0.01,6406,7,7.9
Overkill Software,Shooter,Payday 2,PS4,505 Games,M,2013,18,75,0.19,0.57,0,0.33,0.05,6408,203,6.3
Overkill Software,Shooter,Payday 2,PS4,505 Games,M,2013,12,74,0.14,0.43,0,0.22,0.08,6408,181,6.2
Overkill Software,Shooter,Payday 2,PS4,505 Games,M,2013,51,79,0,0.05,0,0.04,0.01,6408,3558,3.4
Indies Zero,Action,Ultimate NES Remix,3DS,Unknown,E,2014,16,69,0.09,0.27,0,0.15,0.02,6409,32,7.6
Eighting,Fighting,InuYasha: Feudal Combat,PS2,Namco Bandai Games,T,2005,14,52,0.1,0.27,0,0.13,0.03,6417,21,8.3
High Voltage Software,Strategy,Duel Masters,PS2,Atari,E,2004,20,66,0.1,0.27,0,0.13,0.03,6418,6,8.3
Team Ninja,Action,Ninja Gaiden Sigma,PSV,Eidos Interactive,M,2007,46,88,0.32,1.14,0.09,0.57,0.16,6419,155,7.5
EA Tiburon,Action,Superman Returns,X360,Electronic Arts,T,2006,48,51,0.01,0.26,0,0.23,0.02,6421,49,6.2
EA Tiburon,Action,Superman Returns,X360,Electronic Arts,E,2006,8,33,0,0.07,0,0.07,0.01,6421,13,4.9
Yuke's,Adventure,The Dog Island,PS2,Ubisoft,E,2007,4,70,0.01,0.38,0,0.34,0.03,6422,12,8.1
Koei,Action,Dynasty Warriors Next,PSV,Tecmo Koei,T,2011,35,67,0.06,0.24,0.11,0.05,0.02,6424,73,7.5
2K Sports,Sports,Major League Baseball 2K9,Wii,Spike,E,2009,29,64,0,0.61,0,0.56,0.05,6425,26,5.3
2K Sports,Sports,Major League Baseball 2K9,Wii,Take-Two Interactive,E,2009,5,61,0,0.26,0,0.24,0.02,6425,10,4.5
2K Sports,Sports,Major League Baseball 2K9,Wii,Spike,E,2009,19,61,0,0.17,0,0.16,0.01,6425,6,4
EA Tiburon,Action,Rory McIlroy PGA Tour,XOne,Electronic Arts,E,2015,33,61,0.25,0.52,0,0.18,0.08,6428,78,3.7
EA Tiburon,Action,Rory McIlroy PGA Tour,XOne,Electronic Arts,E,2015,26,60,0.09,0.27,0,0.16,0.02,6428,77,4.3
Omega Force,Action,Dynasty Warriors 7: Xtreme Legends,PS3,Tecmo Koei,T,2011,11,64,0.04,0.26,0.16,0.04,0.02,6429,9,7.8
"LDW, Big Fish Games",Simulation,Fish Tycoon,DS,Majesco Entertainment,E,2007,9,46,0,0.26,0,0.24,0.02,6432,6,7
Venom Games,Sports,Don King Boxing,Wii,Take-Two Interactive,T,2009,4,71,0.01,0.08,0,0.06,0.01,6435,5,7.8
Gust,Role-Playing,Atelier Ayesha: The Alchemist of Dusk,PS3,Tecmo Koei,T,2012,17,70,0.04,0.26,0.14,0.06,0.02,6436,120,6.6
Exient Entertainment,Action,Angry Birds Trilogy,X360,Activision,E,2012,7,62,0.2,0.63,0,0.38,0.05,6437,20,4.6
"Rovio Mobile, Rovio Entertainment",Action,Angry Birds Trilogy,X360,Activision,E,2012,13,63,0.05,0.26,0,0.18,0.02,6437,27,3.5
"Rovio Mobile, Rovio Entertainment",Action,Angry Birds Trilogy,X360,Activision,E,2012,8,66,0.02,0.16,0,0.12,0.03,6437,20,3.7
Spike,Fighting,Dragon Ball Z: Tenkaichi Tag Team,PSP,Namco Bandai Games,T,2010,22,63,0.03,0.26,0.09,0.11,0.03,6438,20,8.6
Visual Concepts,Sports,ESPN NBA Basketball,XB,Sega,E,2003,18,89,0.21,0.54,0,0.26,0.07,6440,38,8.4
Visual Concepts,Sports,ESPN NBA Basketball,XB,Sega,E,2003,18,87,0.06,0.27,0,0.2,0.01,6440,25,8.2
SCEA,Sports,NBA 07,PS3,Sony Computer Entertainment,E,2006,24,63,0,0.27,0.01,0.24,0.02,6442,10,6.3
SCEA,Sports,NBA 07,PS3,Sony Computer Entertainment,E,2006,24,68,0,0.2,0,0.18,0.02,6442,5,7
SCEA,Sports,NBA 07,PS3,Sony Computer Entertainment,E,2006,24,63,0.01,0.02,0,0.01,0,6442,5,6.8
Pacific Century Cyber Works,Misc,Lowrider,PS2,Pacific Century Cyber Works,T,2002,14,46,0.09,0.26,0.03,0.11,0.03,6443,11,8.4
Visual Concepts,Sports,All-Pro Football 2K8,X360,Take-Two Interactive,E10+,2007,22,75,0,0.26,0,0.24,0.02,6445,52,6.8
Visual Concepts,Sports,All-Pro Football 2K8,X360,Take-Two Interactive,E10+,2007,23,73,0,0.15,0,0.14,0.01,6445,21,7.3
"Ubisoft Reflections, Ivory Tower",Racing,The Crew,X360,Ubisoft,T,2014,60,61,1.08,1.72,0.03,0.35,0.26,6447,575,5.4
"Ubisoft Reflections, Ivory Tower",Racing,The Crew,X360,Ubisoft,T,2014,18,64,0.34,0.64,0,0.25,0.05,6447,176,5.9
"Ubisoft Reflections, Ivory Tower",Racing,The Crew,X360,Ubisoft,T,2014,12,71,0.15,0.16,0,0,0.01,6447,463,6.4
Eidos Interactive,Strategy,Battlestations: Midway,X360,Eidos Interactive,T,2007,55,73,0.02,0.26,0,0.21,0.02,6449,40,7.1
Eidos Interactive,Strategy,Battlestations: Midway,X360,Eidos Interactive,T,2007,20,76,0.01,0.01,0,0,0,6449,46,7.3
DC Studios,Platform,Rayman DS,DS,Ubisoft,E,2005,20,58,0.03,0.26,0,0.21,0.02,6450,19,7.6
EA Bright Light,Action,Create,Wii,Electronic Arts,E,2010,23,61,0.03,0.16,0,0.11,0.02,6453,5,5.2
EA Bright Light,Action,Create,Wii,Electronic Arts,E,2010,19,60,0.03,0.14,0,0.1,0.01,6453,10,5.8
EA Bright Light,Action,Create,Wii,Electronic Arts,E,2010,7,54,0.01,0.06,0,0.04,0.01,6453,9,6.8
Human Head Studios,Action,Rune: Viking Warlord,PS2,Take-Two Interactive,M,2001,16,53,0.1,0.26,0,0.13,0.03,6456,11,7.3
Smilebit,Shooter,Panzer Dragoon Orta,XB,Sega,T,2002,41,90,0.05,0.26,0.04,0.16,0.01,6457,64,8.5
Spike Chunsoft,Misc,Danganronpa 2: Goodbye Despair,PSV,Nippon Ichi Software,M,2014,50,81,0.05,0.17,0,0.08,0.04,6461,140,8.7
FUN Labs,Shooter,NPPL: Championship Paintball 2009,PS2,Activision Value,E10+,2008,9,45,0,0.16,0,0.15,0.01,6466,10,7.4
FUN Labs,Shooter,NPPL: Championship Paintball 2009,PS2,Activision Value,E10+,2008,9,44,0.01,0.12,0,0.1,0.01,6466,9,7.3
Vicarious Visions,Action,Skylanders: SuperChargers,Wii,Activision,E10+,2015,13,87,0.19,0.48,0,0.25,0.04,6467,65,5.6
Vicarious Visions,Action,Skylanders: SuperChargers,Wii,Activision,E10+,2015,51,81,0.08,0.31,0,0.17,0.05,6467,29,3.3
Vicarious Visions,Action,Skylanders: SuperChargers,Wii,Activision,E10+,2015,15,76,0.05,0.24,0,0.17,0.02,6467,17,5.5
Blue Shift,Sports,MLB SlugFest 2006,PS2,Midway Games,E10+,2006,11,56,0.1,0.26,0,0.13,0.03,6472,10,7.5
Bandai Namco Games,Fighting,J Stars Victory Vs.,PSV,Namco Bandai Games,T,2014,5,74,0.03,0.21,0.17,0,0.01,6473,29,7.9
Radical Entertainment,Racing,Crash Tag Team Racing,PSP,Vivendi Games,E10+,2005,21,66,0.21,0.54,0,0.27,0.07,6476,49,7
Radical Entertainment,Racing,Crash Tag Team Racing,PSP,Vivendi Games,E10+,2005,9,68,0.05,0.24,0,0.16,0.03,6476,25,7.1
Radical Entertainment,Racing,Crash Tag Team Racing,PSP,Vivendi Games,E10+,2005,14,66,0.03,0.16,0,0.12,0,6476,11,7.3
Radical Entertainment,Racing,Crash Tag Team Racing,PSP,Vivendi Games,E10+,2005,17,69,0.03,0.13,0,0.09,0,6476,11,7.8
ZootFly,Action,Prison Break: The Conspiracy,PS3,Deep Silver,T,2010,33,42,0.15,0.25,0,0.05,0.05,6477,20,3.8
ZootFly,Action,Prison Break: The Conspiracy,PS3,Deep Silver,T,2010,37,40,0.11,0.21,0,0.07,0.02,6477,19,4.7
Avalanche Software,Adventure,Bolt,PS2,Disney Interactive Studios,E10+,2008,4,50,0.31,0.56,0,0.19,0.06,6478,5,5.8
Avalanche Software,Adventure,Bolt,PS2,Disney Interactive Studios,E10+,2008,18,57,0.05,0.25,0,0.18,0.02,6478,7,7.1
Avalanche Software,Adventure,Bolt,PS2,Disney Interactive Studios,E10+,2008,11,59,0.04,0.19,0,0.12,0.02,6478,6,6.8
Gorilla Systems,Adventure,Nancy Drew: The Mystery of the Clue Bender Society,DS,Codemasters,E10+,2008,5,46,0,0.26,0,0.24,0.02,6481,5,3.6
Razorworks Studios,Racing,Ford Racing 3,PS2,Take-Two Interactive,E,2004,7,50,0.1,0.26,0,0.13,0.03,6483,8,6.6
"Ubisoft Paris, Ubisoft Montpellier",Misc,Michael Jackson: The Experience,DS,Ubisoft,E10+,2010,37,56,1.33,4.36,0.01,2.64,0.39,6484,31,8.3
Ubisoft,Misc,Michael Jackson: The Experience,DS,Ubisoft,E10+,2010,5,64,0.02,0.25,0,0.21,0.02,6484,5,6.6
Ubisoft Montreal,Misc,Michael Jackson: The Experience,DS,Ubisoft,E10+,2011,31,63,0.18,0.87,0,0.62,0.07,6484,29,6.8
Ubisoft Montreal,Misc,Michael Jackson: The Experience,DS,Ubisoft,E10+,2011,11,66,0.19,0.52,0,0.25,0.08,6484,16,8.4
Ubisoft,Misc,Michael Jackson: The Experience,DS,Ubisoft,E10+,2011,27,57,0.03,0.09,0,0.04,0.02,6484,19,5.8
Bandai,Fighting,Naruto: Ultimate Ninja Heroes,PSP,Namco Bandai Games,T,2006,11,70,0,0.26,0,0.26,0,6490,11,6.6
Level 5,Role-Playing,Inazuma Eleven Strikers,Wii,Nintendo,N/A,2011,16,59,0.01,0.26,0.25,0,0,6491,10,7.9
TOSE,Role-Playing,Final Fantasy V Advance,GBA,Nintendo,E,2006,25,83,0,0.26,0.26,0,0.01,6493,75,7.2
EA Canada,Racing,Need for Speed: Most Wanted,GBA,Electronic Arts,T,2005,36,82,1.79,4.37,0.08,2.03,0.47,6494,137,9.1
EA Canada,Racing,Need for Speed: Most Wanted,GBA,Electronic Arts,T,2005,54,83,0.13,1.25,0.02,1,0.1,6494,134,8.5
EA Canada,Racing,Need for Speed: Most Wanted,GBA,Electronic Arts,T,2005,32,83,0.46,1.04,0,0.53,0.05,6494,29,8.8
EA Canada,Racing,Need for Speed: Most Wanted,GBA,Electronic Arts,T,2005,18,80,0.11,0.56,0,0.43,0.02,6494,22,9.1
Black Box,Racing,Need for Speed: Most Wanted,GBA,Electronic Arts,T,2005,19,82,0.23,0.29,0,0.02,0.04,6494,525,8.5
EA Canada,Racing,Need for Speed: Most Wanted,GBA,Electronic Arts,E,2005,4,45,0.01,0.27,0,0.24,0.02,6494,22,6.1
EA Canada,Racing,Need for Speed: Most Wanted,GBA,Electronic Arts,T,2012,54,83,0.78,1.56,0.01,0.62,0.15,6494,134,8.5
Black Box,Racing,Need for Speed: Most Wanted,GBA,Electronic Arts,T,2012,19,82,0.06,0.08,0,0,0.02,6494,525,8.5
Q Entertainment,Misc,Lumines: Electronic Symphony,PSV,Ubisoft,E,2012,65,83,0.09,0.23,0.01,0.09,0.04,6495,85,7.8
Square Enix,Role-Playing,Final Fantasy Crystal Chronicles: Echoes of Time,Wii,Square Enix,E10+,2009,37,75,0.06,0.47,0.27,0.12,0.02,6497,21,7.3
Square Enix,Role-Playing,Final Fantasy Crystal Chronicles: Echoes of Time,Wii,Square Enix,E10+,2009,29,64,0.06,0.25,0.05,0.13,0.02,6497,11,5.6
Sidhe Interactive,Sports,Jonah Lomu Rugby Challenge,PS3,Home Entertainment Suppliers,E,2011,14,73,0.19,0.31,0,0.09,0.03,6498,8,6
LucasArts,Shooter,Star Wars: Bounty Hunter,GC,LucasArts,T,2002,32,65,0.42,1.09,0,0.53,0.14,6500,33,8.3
LucasArts,Shooter,Star Wars: Bounty Hunter,GC,LucasArts,T,2002,20,67,0.05,0.26,0,0.2,0.01,6500,16,7.6
Asobo Studio,Sports,Racquet Sports,Wii,Ubisoft,E,2010,17,45,0.17,0.34,0,0.11,0.06,6505,8,4.3
Asobo Studio,Sports,Racquet Sports,Wii,Ubisoft,E,2010,8,51,0.09,0.24,0,0.13,0.02,6505,15,8.6
Bethesda Softworks,Role-Playing,The Elder Scrolls IV: Oblivion,PC,Take-Two Interactive,M,2006,90,94,1.03,4.38,0.13,2.82,0.4,6507,1109,8.7
Bethesda Softworks,Role-Playing,The Elder Scrolls IV: Oblivion,PC,Take-Two Interactive,M,2006,54,94,0.2,0.25,0,0.01,0.04,6507,2454,8.1
4J Studios,Role-Playing,The Elder Scrolls IV: Oblivion,PC,Ubisoft,M,2007,45,93,0.85,3.1,0.14,1.69,0.43,6507,604,8
EA Tiburon,Sports,Madden NFL 2005,DS,Electronic Arts,E,2004,30,91,0.26,4.53,0.01,4.18,0.08,6509,78,7.9
EA Tiburon,Sports,Madden NFL 2005,DS,Electronic Arts,E,2004,39,91,0.03,1.72,0,1.61,0.08,6509,26,7.6
Exient Entertainment,Sports,Madden NFL 2005,DS,Electronic Arts,E,2004,9,79,0.1,0.39,0,0.28,0.01,6509,5,7.6
Exient Entertainment,Sports,Madden NFL 2005,DS,Electronic Arts,E,2004,25,68,0,0.26,0,0.24,0.02,6509,7,7.7
Toys for Bob,Action,Skylanders: Trap Team,3DS,Activision,E10+,2014,4,86,0.26,0.7,0,0.38,0.06,6510,18,7.1
Toys for Bob,Action,Skylanders: Trap Team,3DS,Activision,E10+,2014,46,78,0.18,0.44,0,0.19,0.07,6510,32,5.6
PopCap,Strategy,Plants vs. Zombies,X360,PopCap Games,E10+,2009,41,87,0.04,0.05,0,0,0.01,6514,891,8.9
PopCap,Strategy,Plants vs. Zombies,X360,PopCap Games,E10+,2010,27,89,0,0.26,0,0.24,0.02,6514,160,8.2
TOSE,Strategy,Plants vs. Zombies,X360,Mastertronic,E10+,2011,23,81,0.12,1.1,0,0.9,0.08,6514,29,7.4
PopCap,Strategy,Plants vs. Zombies,X360,PopCap Games,E10+,2011,8,85,0,0.2,0,0.18,0.02,6514,60,7.9
Spike,Racing,Riding Spirits,PS2,BAM! Entertainment,E,2002,14,59,0.1,0.26,0,0.13,0.03,6515,17,9
Artificial Mind and Movement,Action,Indiana Jones and the Staff of Kings,DS,Activision,T,2009,32,55,0.29,0.72,0,0.36,0.07,6517,28,7
LucasArts,Action,Indiana Jones and the Staff of Kings,DS,Activision,T,2009,4,55,0.01,0.28,0,0.11,0.16,6517,13,7.5
Amaze,Action,Indiana Jones and the Staff of Kings,DS,Activision,T,2009,10,63,0.09,0.25,0,0.11,0.05,6517,17,7.8
LucasArts,Action,Indiana Jones and the Staff of Kings,DS,Activision,T,2009,5,50,0.07,0.25,0,0.16,0.02,6517,11,6.8
Atlus,Role-Playing,Etrian Odyssey Untold: The Millennium Girl,3DS,Atlus,T,2013,41,80,0.01,0.26,0.14,0.1,0.01,6518,89,8.2
Metro,Misc,Bust A Groove 2,PS,Enix Corporation,E,1999,8,66,0.03,0.26,0.18,0.04,0.02,6519,35,8.9
Juice Games,Racing,Juiced 2: Hot Import Nights,PS3,THQ,T,2007,24,68,0.34,0.63,0,0.22,0.07,6521,21,7.6
Juice Games,Racing,Juiced 2: Hot Import Nights,PS3,THQ,T,2007,4,66,0.15,0.39,0.01,0.19,0.05,6521,10,6.7
Juice Games,Racing,Juiced 2: Hot Import Nights,PS3,THQ,T,2007,6,73,0.2,0.37,0,0.06,0.11,6521,11,7.8
Juice Games,Racing,Juiced 2: Hot Import Nights,PS3,THQ,T,2007,10,71,0.04,0.25,0.01,0.18,0.03,6521,5,6.4
Juice Games,Racing,Juiced 2: Hot Import Nights,PS3,THQ,T,2007,6,61,0.01,0.01,0,0,0,6521,42,5
EA Canada,Sports,NCAA March Madness 08,PS2,Electronic Arts,E,2007,15,67,0,0.09,0,0.08,0.01,6528,4,3.8
From Software,Simulation,Armored Core: Nexus,PS2,Indie Games,T,2004,19,73,0.05,0.26,0.14,0.06,0.02,6529,7,8.7
Konami,Sports,Evolution Skateboarding,PS2,Konami Digital Entertainment,T,2002,14,44,0.1,0.26,0,0.13,0.03,6530,9,6.7
Vanillaware,Role-Playing,Muramasa: The Demon Blade,PSV,Rising Star Games,T,2009,58,81,0.12,0.6,0.11,0.32,0.04,6532,101,8.7
Artificial Mind and Movement,Action,Indiana Jones and the Staff of Kings,PSP,Activision,T,2009,32,55,0.29,0.72,0,0.36,0.07,6534,28,7
LucasArts,Action,Indiana Jones and the Staff of Kings,PSP,Activision,T,2009,4,55,0.01,0.28,0,0.11,0.16,6534,13,7.5
Amaze,Action,Indiana Jones and the Staff of Kings,PSP,Activision,T,2009,10,63,0.09,0.25,0,0.11,0.05,6534,17,7.8
LucasArts,Action,Indiana Jones and the Staff of Kings,PSP,Activision,T,2009,5,50,0.07,0.25,0,0.16,0.02,6534,11,6.8
Robomodo,Sports,Tony Hawk: Shred,X360,Activision,E,2010,5,56,0.06,0.28,0,0.18,0.04,6535,6,6.7
Robomodo,Sports,Tony Hawk: Shred,X360,Activision,E,2010,10,53,0.06,0.26,0,0.17,0.02,6535,10,6.6
Hypnotix,Sports,Outlaw Volleyball,XB,TDK Mediactive,M,2003,33,77,0.06,0.26,0,0.19,0.01,6536,7,8.4
Ubisoft,Adventure,Batman: Vengeance,GC,Ubisoft,T,2001,19,68,0.21,0.55,0,0.27,0.07,6537,12,6.7
Ubisoft Montreal,Adventure,Batman: Vengeance,GC,Ubisoft,T,2001,17,70,0.05,0.26,0,0.2,0.01,6537,16,5.8
EA Tiburon,Sports,Tiger Woods PGA Tour 10,PS2,Electronic Arts,E,2009,44,88,0.36,1.07,0,0.6,0.11,6540,57,8.8
EA Tiburon,Sports,Tiger Woods PGA Tour 10,PS2,Electronic Arts,E,2009,38,81,0.25,0.78,0,0.42,0.11,6540,9,7.7
EA Tiburon,Sports,Tiger Woods PGA Tour 10,PS2,Electronic Arts,E,2009,51,80,0.2,0.65,0,0.39,0.06,6540,20,6.9
Ubisoft Shanghai,Action,Tom Clancy's Splinter Cell: Double Agent,PS3,Ubisoft,M,2006,59,85,0.04,0.78,0.01,0.67,0.06,6542,148,8.1
Ubisoft Shanghai,Action,Tom Clancy's Splinter Cell: Double Agent,PS3,Ubisoft,M,2006,12,61,0.01,0.13,0,0.1,0.01,6542,16,7.4
Ubisoft Montreal,Action,Tom Clancy's Splinter Cell: Double Agent,PS3,Ubisoft,M,2006,8,64,0.01,0.06,0,0.04,0,6542,7,7.1
Ubisoft Shanghai,Action,Tom Clancy's Splinter Cell: Double Agent,PS3,Ubisoft,M,2007,17,78,0.03,0.26,0,0.2,0.03,6542,41,6.5
Beenox,Action,Monsters vs. Aliens,Wii,Activision,E10+,2009,18,66,0.05,0.3,0,0.21,0.04,6543,4,4.5
Beenox,Action,Monsters vs. Aliens,Wii,Activision,E10+,2009,31,63,0.03,0.17,0,0.12,0.01,6543,7,6.6
Beenox,Action,Monsters vs. Aliens,Wii,Activision,E10+,2009,8,63,0.01,0.03,0,0.01,0,6543,5,6.2
Frogwares,Adventure,The Testament of Sherlock Holmes,PS3,Focus Home Interactive,M,2012,16,65,0.14,0.24,0,0.05,0.04,6545,34,7.4
Frogwares,Adventure,The Testament of Sherlock Holmes,PS3,Focus Home Interactive,M,2012,18,73,0.06,0.07,0,0,0.01,6545,128,8
Frogwares,Adventure,The Testament of Sherlock Holmes,PS3,Focus Home Interactive,M,2012,24,64,0.02,0.02,0,0,0,6545,30,7.6
"Cyanide, Cyanide Studios",Role-Playing,Game of Thrones,X360,Focus Home Interactive,M,2012,35,52,0.08,0.25,0,0.15,0.02,6546,126,5.2
"Cyanide, Cyanide Studios",Role-Playing,Game of Thrones,X360,Focus Home Interactive,M,2012,14,53,0.1,0.24,0,0.1,0.03,6546,81,5.5
"Cyanide, Cyanide Studios",Role-Playing,Game of Thrones,X360,Focus Home Interactive,M,2012,23,58,0.07,0.08,0,0,0.01,6546,345,6.5
Prokion,Role-Playing,Legaia 2: Duel Saga,PS2,Eidos Interactive,T,2001,21,67,0.1,0.26,0,0.13,0.03,6549,43,8.4
Vicarious Visions,Racing,Crash Nitro Kart,GC,Vivendi Games,E,2003,24,69,1.01,1.95,0,0.74,0.2,6550,59,7.7
Vicarious Visions,Racing,Crash Nitro Kart,GC,Vivendi Games,E,2003,6,77,0.12,0.46,0,0.33,0.01,6550,12,8.3
Vicarious Visions,Racing,Crash Nitro Kart,GC,Vivendi Games,E,2003,14,70,0.07,0.31,0,0.24,0.01,6550,16,8.9
Vicarious Visions,Racing,Crash Nitro Kart,GC,Vivendi Games,E,2003,10,66,0.05,0.26,0,0.2,0.01,6550,8,7.4
SCEA San Diego Studios,Sports,MLB 09: The Show,PSP,Sony Computer Entertainment,E,2009,27,90,0,0.72,0,0.66,0.06,6552,61,8.1
SCEA San Diego Studios,Sports,MLB 09: The Show,PSP,Sony Computer Entertainment,E,2009,7,79,0.13,0.33,0,0.16,0.04,6552,12,7.5
SCEA San Diego Studios,Sports,MLB 09: The Show,PSP,Sony Computer Entertainment,E,2009,12,78,0,0.26,0,0.24,0.02,6552,7,6.9
Mitchell,Puzzle,Polarium,DS,Nintendo,E,2004,34,73,0.01,0.26,0.11,0.13,0.01,6553,17,8.4
Omega Force,Action,Samurai Warriors 4,PS3,Tecmo Koei,T,2014,31,76,0.07,0.24,0.06,0.08,0.03,6554,74,8.1
Omega Force,Action,Samurai Warriors 4,PS3,Tecmo Koei,T,2014,5,76,0,0.11,0.11,0,0,6554,18,8.6
Codemasters Birmingham,Racing,F1 2014,X360,Codemasters,E,2014,19,62,0.26,0.41,0.02,0.07,0.06,6555,28,4.1
Codemasters Birmingham,Racing,F1 2014,X360,Codemasters,E,2014,14,64,0.13,0.23,0,0.08,0.02,6555,20,4.1
Codemasters Birmingham,Racing,F1 2014,X360,Codemasters,E,2014,20,61,0.09,0.1,0,0,0.01,6555,65,4.8
Ubisoft Montpellier,Action,Peter Jackson's King Kong: The Official Game of the Movie,X360,Ubisoft,T,2005,41,82,1.02,2.04,0,0.71,0.31,6558,68,8.2
Ubisoft Montpellier,Action,Peter Jackson's King Kong: The Official Game of the Movie,X360,Ubisoft,T,2005,43,82,0.17,0.53,0,0.34,0.02,6558,11,8.5
Ubisoft Montpellier,Action,Peter Jackson's King Kong: The Official Game of the Movie,X360,Ubisoft,T,2005,57,80,0.03,0.26,0,0.2,0.02,6558,79,7.5
Ubisoft Montpellier,Action,Peter Jackson's King Kong: The Official Game of the Movie,X360,Ubisoft,T,2005,30,81,0.05,0.24,0,0.19,0.01,6558,8,8.3
Phoenix Games Studio,Action,Peter Jackson's King Kong: The Official Game of the Movie,X360,Ubisoft,T,2005,10,56,0.01,0.19,0,0.16,0.02,6558,22,6.4
Ubisoft Casablanca,Action,Peter Jackson's King Kong: The Official Game of the Movie,X360,Ubisoft,T,2005,5,28,0,0.13,0,0.12,0.01,6558,32,3.2
Visceral Games,Shooter,Army of Two: The Devil's Cartel,X360,Electronic Arts,M,2013,27,58,0.11,0.28,0.01,0.11,0.05,6563,100,6.7
Visceral Games,Shooter,Army of Two: The Devil's Cartel,X360,Electronic Arts,M,2013,55,54,0.07,0.26,0,0.16,0.02,6563,195,6.2
Oddworld Inhabitants,Adventure,Oddworld: Stranger's Wrath,XB,Electronic Arts,T,2005,65,88,0.06,0.26,0,0.19,0.01,6565,58,9.1
SEGA Racing Studio,Racing,Sega Rally Revo,PSP,Sega,E,2007,40,75,0.42,0.63,0,0.07,0.14,6566,20,7
SEGA Racing Studio,Racing,Sega Rally Revo,PSP,Sega,E,2007,42,77,0.28,0.45,0,0.12,0.05,6566,30,7.2
Bugbear,Racing,Sega Rally Revo,PSP,Sega,E,2007,14,74,0.15,0.25,0,0.03,0.07,6566,9,7.2
SEGA Racing Studio,Racing,Sega Rally Revo,PSP,Sega,E,2007,9,74,0.01,0.01,0,0,0,6566,18,7.6
SNK Playmore,Fighting,King of Fighters: Maximum Impact,PS2,Ignition Entertainment,T,2004,45,64,0.1,0.26,0,0.13,0.03,6567,12,6.9
Spark Unlimited,Shooter,Legendary,X360,Atari,M,2008,39,47,0.15,0.26,0,0.08,0.03,6569,87,7.1
Spark Unlimited,Shooter,Legendary,X360,Atari,M,2008,31,50,0.03,0.13,0,0.08,0.02,6569,31,7.1
Spark Unlimited,Shooter,Legendary,X360,Atari,M,2008,23,50,0.01,0.02,0,0,0,6569,104,6.6
Surreal Software,Adventure,Drakan: The Ancients' Gates,PS2,Sony Computer Entertainment,M,2002,31,78,0.1,0.26,0,0.13,0.03,6573,39,9
Team Ninja,Sports,Dead or Alive Xtreme 2,X360,Tecmo Koei,M,2006,46,53,0.02,0.25,0.06,0.15,0.02,6574,42,6.7
Crispy's,Action,Tokyo Jungle,PS3,Sony Computer Entertainment,T,2012,60,74,0,0.26,0.26,0,0,6578,89,8.4
